id,LeftFormulaID,RightFormulaID,RelationType,Weight,LeftFormulaName,RightFormulaName,RelationTypeName,Description
83,7544,10227,1,NULL,三神散,二圣散,等同,药物组成等同
84,7544,27856,1,NULL,三神散,朱砂丸,等同,药物组成等同
85,7544,36130,1,NULL,三神散,夺命丹,等同,药物组成等同
86,7544,10171,1,NULL,三神散,二仙散,等同,药物组成等同
87,7544,32319,1,NULL,三神散,白矾丸,等同,药物组成等同
88,7544,28699,3,NULL,三神散,朱粉散,包含, +诃子(20408)
89,7544,19649,3,NULL,三神散,立效散,包含, +枫香脂(23302)
90,7544,16113,3,NULL,三神散,丹粉散,包含, +铅粉(17878)
91,7544,38749,1,NULL,三神散,矾石散,等同,药物组成等同
92,7544,15990,1,NULL,三神散,丹矾丸,等同,药物组成等同
93,7544,38700,1,NULL,三神散,矾丹,等同,药物组成等同
94,7544,16630,1,NULL,三神散,东矾散,等同,药物组成等同
95,7544,19219,3,NULL,三神散,回生膏,包含, +干姜(20471)
96,7544,15992,1,NULL,三神散,丹矾散,等同,药物组成等同
97,7545,13656,3,NULL,三神散,加味三拗汤,包含," +麻黄(19202),杏仁(18206)"
98,39355,39326,1,NULL,苦参汤,苦参丸,等同,药物组成等同
99,39355,39319,1,NULL,苦参汤,苦参丸,等同,药物组成等同
100,39355,39409,1,NULL,苦参汤,苦参膏,等同,药物组成等同
101,39355,39371,1,NULL,苦参汤,苦参饮,等同,药物组成等同
102,39355,39378,1,NULL,苦参汤,苦参酒,等同,药物组成等同
103,39355,39370,1,NULL,苦参汤,苦参饮,等同,药物组成等同
104,39355,39401,1,NULL,苦参汤,苦参散,等同,药物组成等同
105,39355,39321,1,NULL,苦参汤,苦参丸,等同,药物组成等同
106,39355,39342,1,NULL,苦参汤,苦参子仁酊,等同,药物组成等同
107,39355,34965,1,NULL,苦参汤,参末散,等同,药物组成等同
108,39355,39306,1,NULL,苦参汤,苦参丸,等同,药物组成等同
109,39355,30103,1,NULL,苦参汤,谷疸丸,等同,药物组成等同
110,39355,39329,1,NULL,苦参汤,苦参丸,等同,药物组成等同
111,39355,39330,1,NULL,苦参汤,苦参丸,等同,药物组成等同
112,39355,39399,1,NULL,苦参汤,苦参散,等同,药物组成等同
113,39359,39334,2,NULL,苦参汤,苦参丸,加减, +黄芩(17217)
114,39359,39385,3,NULL,苦参汤,苦参散,包含," +侧柏叶(19166),桑耳(17738)"
115,39359,39403,3,NULL,苦参汤,苦参散,包含," +干地黄(20033),石榴花(20186)"
116,39359,7678,2,NULL,苦参汤,三黄散,加减, +黄芩(17217)
117,39364,39332,3,NULL,苦参汤,苦参丸,包含, +乌梢蛇(25292)
118,39370,39326,1,NULL,苦参饮,苦参丸,等同,药物组成等同
119,39370,39319,1,NULL,苦参饮,苦参丸,等同,药物组成等同
120,39370,39409,1,NULL,苦参饮,苦参膏,等同,药物组成等同
121,39370,39371,1,NULL,苦参饮,苦参饮,等同,药物组成等同
122,39370,39378,1,NULL,苦参饮,苦参酒,等同,药物组成等同
123,39370,39401,1,NULL,苦参饮,苦参散,等同,药物组成等同
124,39370,39321,1,NULL,苦参饮,苦参丸,等同,药物组成等同
125,39370,39342,1,NULL,苦参饮,苦参子仁酊,等同,药物组成等同
126,39370,34965,1,NULL,苦参饮,参末散,等同,药物组成等同
127,39370,39306,1,NULL,苦参饮,苦参丸,等同,药物组成等同
128,39370,30103,1,NULL,苦参饮,谷疸丸,等同,药物组成等同
129,39370,39329,1,NULL,苦参饮,苦参丸,等同,药物组成等同
130,39370,39355,1,NULL,苦参饮,苦参汤,等同,药物组成等同
131,39370,39330,1,NULL,苦参饮,苦参丸,等同,药物组成等同
132,39370,39399,1,NULL,苦参饮,苦参散,等同,药物组成等同
133,39371,39326,1,NULL,苦参饮,苦参丸,等同,药物组成等同
134,39371,39319,1,NULL,苦参饮,苦参丸,等同,药物组成等同
135,39371,39409,1,NULL,苦参饮,苦参膏,等同,药物组成等同
136,39371,39378,1,NULL,苦参饮,苦参酒,等同,药物组成等同
137,39371,39370,1,NULL,苦参饮,苦参饮,等同,药物组成等同
138,39371,39401,1,NULL,苦参饮,苦参散,等同,药物组成等同
139,39371,39321,1,NULL,苦参饮,苦参丸,等同,药物组成等同
140,39371,39342,1,NULL,苦参饮,苦参子仁酊,等同,药物组成等同
141,39371,34965,1,NULL,苦参饮,参末散,等同,药物组成等同
142,39371,39306,1,NULL,苦参饮,苦参丸,等同,药物组成等同
143,39371,30103,1,NULL,苦参饮,谷疸丸,等同,药物组成等同
144,39371,39329,1,NULL,苦参饮,苦参丸,等同,药物组成等同
145,39371,39355,1,NULL,苦参饮,苦参汤,等同,药物组成等同
146,39371,39330,1,NULL,苦参饮,苦参丸,等同,药物组成等同
147,39371,39399,1,NULL,苦参饮,苦参散,等同,药物组成等同
148,39378,39326,1,NULL,苦参酒,苦参丸,等同,药物组成等同
149,39378,39319,1,NULL,苦参酒,苦参丸,等同,药物组成等同
150,39378,39409,1,NULL,苦参酒,苦参膏,等同,药物组成等同
151,39378,39371,1,NULL,苦参酒,苦参饮,等同,药物组成等同
152,39378,39370,1,NULL,苦参酒,苦参饮,等同,药物组成等同
153,39378,39401,1,NULL,苦参酒,苦参散,等同,药物组成等同
154,39378,39321,1,NULL,苦参酒,苦参丸,等同,药物组成等同
155,39378,39342,1,NULL,苦参酒,苦参子仁酊,等同,药物组成等同
156,39378,34965,1,NULL,苦参酒,参末散,等同,药物组成等同
157,39378,39306,1,NULL,苦参酒,苦参丸,等同,药物组成等同
158,39378,30103,1,NULL,苦参酒,谷疸丸,等同,药物组成等同
159,39378,39329,1,NULL,苦参酒,苦参丸,等同,药物组成等同
160,39378,39355,1,NULL,苦参酒,苦参汤,等同,药物组成等同
161,39378,39330,1,NULL,苦参酒,苦参丸,等同,药物组成等同
162,39378,39399,1,NULL,苦参酒,苦参散,等同,药物组成等同
163,39380,17115,1,NULL,苦参酝酒,白瘢风酒,等同,药物组成等同
164,39395,25131,3,NULL,苦参散,何首乌散,包含," +刺蒺藜(22546),炙甘草(24521),石菖蒲(20563)"
165,39395,6684,3,NULL,苦参散,加减何首乌散,包含," +枸杞子(16531),甘菊(20494),石菖蒲(20563)"
166,39396,15945,3,NULL,苦参散,丹参汤,包含, +白矾(17746)
167,39396,15946,1,NULL,苦参散,丹参汤,等同,药物组成等同
168,39399,39326,1,NULL,苦参散,苦参丸,等同,药物组成等同
169,39399,39319,1,NULL,苦参散,苦参丸,等同,药物组成等同
170,39399,39409,1,NULL,苦参散,苦参膏,等同,药物组成等同
171,39399,39371,1,NULL,苦参散,苦参饮,等同,药物组成等同
172,39399,39378,1,NULL,苦参散,苦参酒,等同,药物组成等同
173,39399,39370,1,NULL,苦参散,苦参饮,等同,药物组成等同
174,39399,39401,1,NULL,苦参散,苦参散,等同,药物组成等同
175,39399,39321,1,NULL,苦参散,苦参丸,等同,药物组成等同
176,39399,39342,1,NULL,苦参散,苦参子仁酊,等同,药物组成等同
177,39399,34965,1,NULL,苦参散,参末散,等同,药物组成等同
178,39399,39306,1,NULL,苦参散,苦参丸,等同,药物组成等同
179,39399,30103,1,NULL,苦参散,谷疸丸,等同,药物组成等同
180,39399,39329,1,NULL,苦参散,苦参丸,等同,药物组成等同
181,39399,39355,1,NULL,苦参散,苦参汤,等同,药物组成等同
182,39399,39330,1,NULL,苦参散,苦参丸,等同,药物组成等同
183,39401,39326,1,NULL,苦参散,苦参丸,等同,药物组成等同
184,39401,39319,1,NULL,苦参散,苦参丸,等同,药物组成等同
185,39401,39409,1,NULL,苦参散,苦参膏,等同,药物组成等同
186,39401,39371,1,NULL,苦参散,苦参饮,等同,药物组成等同
187,39401,39378,1,NULL,苦参散,苦参酒,等同,药物组成等同
188,39401,39370,1,NULL,苦参散,苦参饮,等同,药物组成等同
189,39401,39321,1,NULL,苦参散,苦参丸,等同,药物组成等同
190,39401,39342,1,NULL,苦参散,苦参子仁酊,等同,药物组成等同
191,39401,34965,1,NULL,苦参散,参末散,等同,药物组成等同
192,39401,39306,1,NULL,苦参散,苦参丸,等同,药物组成等同
193,39401,30103,1,NULL,苦参散,谷疸丸,等同,药物组成等同
194,39401,39329,1,NULL,苦参散,苦参丸,等同,药物组成等同
195,39401,39355,1,NULL,苦参散,苦参汤,等同,药物组成等同
196,39401,39330,1,NULL,苦参散,苦参丸,等同,药物组成等同
197,39401,39399,1,NULL,苦参散,苦参散,等同,药物组成等同
198,39409,39326,1,NULL,苦参膏,苦参丸,等同,药物组成等同
199,39409,39319,1,NULL,苦参膏,苦参丸,等同,药物组成等同
200,39409,39371,1,NULL,苦参膏,苦参饮,等同,药物组成等同
201,39409,39378,1,NULL,苦参膏,苦参酒,等同,药物组成等同
202,39409,39370,1,NULL,苦参膏,苦参饮,等同,药物组成等同
203,39409,39401,1,NULL,苦参膏,苦参散,等同,药物组成等同
204,39409,39321,1,NULL,苦参膏,苦参丸,等同,药物组成等同
205,39409,39342,1,NULL,苦参膏,苦参子仁酊,等同,药物组成等同
206,39409,34965,1,NULL,苦参膏,参末散,等同,药物组成等同
207,39409,39306,1,NULL,苦参膏,苦参丸,等同,药物组成等同
208,39409,30103,1,NULL,苦参膏,谷疸丸,等同,药物组成等同
209,39409,39329,1,NULL,苦参膏,苦参丸,等同,药物组成等同
210,39409,39355,1,NULL,苦参膏,苦参汤,等同,药物组成等同
211,39409,39330,1,NULL,苦参膏,苦参丸,等同,药物组成等同
212,39409,39399,1,NULL,苦参膏,苦参散,等同,药物组成等同
213,39415,45619,1,NULL,苦胆蛋,鸡黄油,等同,药物组成等同
214,39415,30336,1,NULL,苦胆蛋,鸡子方,等同,药物组成等同
215,39415,30335,1,NULL,苦胆蛋,鸡子饼,等同,药物组成等同
216,39415,30266,1,NULL,苦胆蛋,鸡子膏,等同,药物组成等同
217,39415,30325,1,NULL,苦胆蛋,鸡子沐汤,等同,药物组成等同
218,39415,30343,1,NULL,苦胆蛋,鸡子汤,等同,药物组成等同
219,39415,37897,1,NULL,苦胆蛋,法制蛋,等同,药物组成等同
220,39415,5484,1,NULL,苦胆蛋,生鸡子酒,等同,药物组成等同
221,39415,4309,1,NULL,苦胆蛋,凤凰煎,等同,药物组成等同
222,39415,45622,1,NULL,苦胆蛋,鸡蛋油,等同,药物组成等同
223,39415,30269,1,NULL,苦胆蛋,鸡子散,等同,药物组成等同
224,39415,45630,1,NULL,苦胆蛋,鸡清膏,等同,药物组成等同
225,39415,45591,1,NULL,苦胆蛋,鸡黄膏,等同,药物组成等同
226,39415,10550,1,NULL,苦胆蛋,二神散,等同,药物组成等同
227,39416,13442,1,NULL,苦茶散,水茶,等同,药物组成等同
228,39416,19642,1,NULL,苦茶散,立效散,等同,药物组成等同
229,39416,21441,1,NULL,苦茶散,无痕散,等同,药物组成等同
230,39416,37707,1,NULL,苦茶散,油调散,等同,药物组成等同
231,39419,39633,3,NULL,苦酒方,当归建中汤,包含, +当归(20298)
232,39419,51798,3,NULL,苦酒方,建中汤,包含," +当归(20298),人参(19972)"
233,39419,36831,1,NULL,苦酒方,芍药汤,等同,药物组成等同
234,39419,6779,3,NULL,苦酒方,加减建中汤,包含," +甘草(22566),半夏(20691)"
235,39419,39632,3,NULL,苦酒方,当归建中散,包含, +当归(20298)
236,39420,681,1,NULL,苦酒白丸,女萎丸,等同,药物组成等同
237,39422,953,1,NULL,苦酒煮豆方,小豆汤,等同,药物组成等同
238,39422,5932,1,NULL,苦酒煮豆方,去血汤,等同,药物组成等同
239,39422,70010,1,NULL,苦酒煮豆方,葱豆酒,等同,药物组成等同
240,39422,956,1,NULL,苦酒煮豆方,小豆散,等同,药物组成等同
241,39422,958,1,NULL,苦酒煮豆方,小豆散,等同,药物组成等同
242,39422,952,1,NULL,苦酒煮豆方,小豆汁,等同,药物组成等同
243,39422,957,1,NULL,苦酒煮豆方,小豆散,等同,药物组成等同
244,39422,951,1,NULL,苦酒煮豆方,小豆末敷方,等同,药物组成等同
245,39424,35072,1,NULL,苦梗散,参苏饮,等同,药物组成等同
246,39427,39429,1,NULL,苦瓠丸,苦瓠浸方,等同,药物组成等同
247,39427,39428,1,NULL,苦瓠丸,苦瓠汤,等同,药物组成等同
248,39428,39427,1,NULL,苦瓠汤,苦瓠丸,等同,药物组成等同
249,39428,39429,1,NULL,苦瓠汤,苦瓠浸方,等同,药物组成等同
250,39429,39427,1,NULL,苦瓠浸方,苦瓠丸,等同,药物组成等同
251,39429,39428,1,NULL,苦瓠浸方,苦瓠汤,等同,药物组成等同
252,39430,39431,2,NULL,苦瓠散,苦瓠散,加减, +黑大豆(22931)
253,39432,51248,3,NULL,苦散,茯苓茱萸丸,包含, +茯苓(19158)
254,39433,11712,1,NULL,苦葶苈丸,人参葶苈丸,等同,药物组成等同
255,39447,39454,1,NULL,苦楝汤,苦楝敷方,等同,药物组成等同
256,39447,39450,1,NULL,苦楝汤,苦楝根粥,等同,药物组成等同
257,39450,39454,1,NULL,苦楝根粥,苦楝敷方,等同,药物组成等同
258,39450,39447,1,NULL,苦楝根粥,苦楝汤,等同,药物组成等同
259,7556,822,3,NULL,三退饮,小五退散,包含," +鸡子壳(20852),血余(20568)"
260,7558,43270,3,NULL,三顺散,厚朴汤,包含, +姜厚朴(24943)
261,7558,45095,3,NULL,三顺散,豆蔻散,包含," +草豆蔻(20765),高良姜(20960)"
262,7558,36348,3,NULL,三顺散,启中丸,包含," +茯苓(19158),厚朴(19147)"
263,7558,2741,3,NULL,三顺散,五仙汤,包含," +山楂(16920),茶叶(22648)"
264,7558,1000,3,NULL,三顺散,小建中汤,包含, +肉桂(18002)
265,7558,4073,3,NULL,三顺散,内应散,包含, +青皮(22511)
266,7558,41669,3,NULL,三顺散,青枣散,包含, +高良姜(20960)
267,7560,41378,3,NULL,三香丸,钓藤膏,包含," +麝香(21328),当归(20298)"
268,7560,3557,3,NULL,三香丸,五通丸,包含," +麻黄(19202),木香(20099)"
269,7560,27680,3,NULL,三香丸,寻痛舒筋丸,包含," +两头尖(25253),草乌头(17922)"
270,7560,2960,3,NULL,三香丸,五灵丸,包含, +制川乌(24935)
271,7560,3331,3,NULL,三香丸,五神散,包含," +延胡索(22986),草果(20764)"
272,7560,21304,3,NULL,三香丸,手拈散,包含," +延胡索(22986),草果(20764)"
273,7560,2816,3,NULL,三香丸,五圣丸,包含," +肉桂(18002),木香(20099)"
274,7560,27684,3,NULL,三香丸,寻痛丸,包含," +麝香(21328),制草乌(24938)"
275,41995,42009,1,NULL,青黛散,青黛散,等同,药物组成等同
276,41996,4906,1,NULL,青黛散,化癖膏,等同,药物组成等同
277,41996,42019,1,NULL,青黛散,青黛散,等同,药物组成等同
278,41999,41657,1,NULL,青黛散,青苋膏,等同,药物组成等同
279,42001,41489,3,NULL,青黛散,青白散,包含, +乌梅肉(25266)
280,42001,41672,1,NULL,青黛散,青矾散,等同,药物组成等同
281,42001,36438,3,NULL,青黛散,自沸汤,包含, +石灰(17935)
282,42001,32315,3,NULL,青黛散,白沸汤,包含, +石灰(17935)
283,42002,3732,3,NULL,青黛散,元霜锭,包含, +麝香(21328)
284,42002,15216,1,NULL,青黛散,玄胡饼,等同,药物组成等同
285,42002,41757,3,NULL,青黛散,青金锭,包含, +麝香(21328)
286,42002,1267,1,NULL,青黛散,不卧散,等同,药物组成等同
287,39454,39450,1,NULL,苦楝敷方,苦楝根粥,等同,药物组成等同
288,39454,39447,1,NULL,苦楝敷方,苦楝汤,等同,药物组成等同
289,7572,3429,3,NULL,三香散,五香散,包含," +麝香(21328),罗勒(16347)"
290,7572,3378,3,NULL,三香散,五香丸,包含," +肉桂(18002),降香(18135)"
291,39469,50646,1,NULL,茄子角方,胜金丹,等同,药物组成等同
292,39469,50363,1,NULL,茄子角方,秋茄散,等同,药物组成等同
293,39469,39473,1,NULL,茄子角方,茄子散,等同,药物组成等同
294,39469,39472,1,NULL,茄子角方,茄子酒,等同,药物组成等同
295,39469,13304,1,NULL,茄子角方,归命膏,等同,药物组成等同
296,39472,50646,1,NULL,茄子酒,胜金丹,等同,药物组成等同
297,39472,39469,1,NULL,茄子酒,茄子角方,等同,药物组成等同
298,39472,50363,1,NULL,茄子酒,秋茄散,等同,药物组成等同
299,39472,39473,1,NULL,茄子酒,茄子散,等同,药物组成等同
300,39472,13304,1,NULL,茄子酒,归命膏,等同,药物组成等同
301,39473,50646,1,NULL,茄子散,胜金丹,等同,药物组成等同
302,39473,39469,1,NULL,茄子散,茄子角方,等同,药物组成等同
303,39473,50363,1,NULL,茄子散,秋茄散,等同,药物组成等同
304,39473,39472,1,NULL,茄子散,茄子酒,等同,药物组成等同
305,39473,13304,1,NULL,茄子散,归命膏,等同,药物组成等同
306,42009,41995,1,NULL,青黛散,青黛散,等同,药物组成等同
307,42012,41545,1,NULL,青黛散,青龙散,等同,药物组成等同
308,42012,18765,3,NULL,青黛散,冰硼散,包含," +白僵蚕(20567),牛黄(20722)"
309,42019,4906,1,NULL,青黛散,化癖膏,等同,药物组成等同
310,42019,41996,1,NULL,青黛散,青黛散,等同,药物组成等同
311,7577,17150,3,NULL,三香膏,白膏药,包含, +寒水石(17960)
312,7578,7577,3,NULL,三香膏,三香膏,包含, +轻粉(17577)
313,7578,22772,3,NULL,三香膏,生肌药,包含, +血竭(21517)
314,7578,17431,3,NULL,三香膏,白胶香膏,包含, +枫香脂(23302)
315,7578,51436,1,NULL,三香膏,松脂饼子,等同,药物组成等同
316,7578,17151,3,NULL,三香膏,白膏,包含, +蓖麻子(22968)
317,39503,3239,1,NULL,茅根汤,五物人参饮,等同,药物组成等同
318,7584,25014,3,NULL,三倍丹,半夏丸,包含," +槟榔(21163),郁李仁(16961)"
319,7584,857,3,NULL,三倍丹,小半夏丸,包含," +槟榔(21163),沉香(23049)"
320,7584,40748,3,NULL,三倍丹,郁李仁丸,包含," +槟榔(21163),炒郁李仁(25096)"
321,7587,26809,3,NULL,三倍汤,防风汤,包含, +生姜(20689)
322,7589,306,3,NULL,三效散,大黄栀子汤,包含," +升麻(18153),大黄(19587)"
323,42027,41749,3,NULL,青黛蛤粉丸,青金散,包含, +枫香脂(23302)
324,42027,41867,1,NULL,青黛蛤粉丸,青蛤丸,等同,药物组成等同
325,42027,41750,3,NULL,青黛蛤粉丸,青金散,包含, +松香(16939)
326,42028,41831,1,NULL,青黛雄黄散,青黄散,等同,药物组成等同
327,42028,41832,1,NULL,青黛雄黄散,青黄散,等同,药物组成等同
328,39526,27914,1,NULL,竹茹汤,加味橘皮竹茹汤,等同,药物组成等同
329,39528,7538,1,NULL,竹茹汤,三神散,等同,药物组成等同
330,39533,17509,1,NULL,安神汤,石莲散,等同,药物组成等同
331,12897,50577,1,NULL,大胜金丸,胎产金丹,等同,药物组成等同
332,12899,12901,1,NULL,大胡连丸,大胡黄连丸,等同,药物组成等同
333,12901,12899,1,NULL,大胡黄连丸,大胡连丸,等同,药物组成等同
334,39543,12135,3,NULL,安神丹,八物定志丸,包含," +茯神(19140),煅紫石英(24791),石菖蒲(20563)"
335,39555,39558,3,NULL,朱砂煎,朱砂煎,包含," +黄柏(23042),蜂蜜(21140)"
336,7594,43527,3,NULL,三消丸,芫花丸,包含," +芫花(23050),大戟(22993)"
337,7598,14353,1,NULL,三消菟丝丸,止消丸,等同,药物组成等同
338,39573,27577,1,NULL,安神犀角丸,安神散,等同,药物组成等同
339,39573,27022,1,NULL,安神犀角丸,安神丸,等同,药物组成等同
340,7603,36259,1,NULL,三真汤,地榆饮,等同,药物组成等同
341,7607,27777,3,NULL,三停散,朱砂丸,包含," +巴豆(23010),雄黄(17944)"
342,39583,31331,3,NULL,安斑汤,快斑汤,包含," +当归(20298),人参(19972),木香(20099)"
343,39592,7224,1,NULL,安脾丸,三圣丸,等同,药物组成等同
344,39592,41054,1,NULL,安脾丸,金花丸,等同,药物组成等同
345,39599,39596,3,NULL,当归活血汤,当归活血汤,包含," +黄连(17890),大黄(19587),黄芩(17217)"
346,42037,13188,2,NULL,驻车丸,归连丸,加减, +木香(20099)
347,42037,42036,2,NULL,驻车丸,驻车丸,加减, +乌梅(18416)
348,39605,29320,3,NULL,当归散,当归散,包含, +轻粉(17577)
349,39608,39607,3,NULL,延胡索散,延胡索散,包含," +墨旱莲(16738),干漆(22629)"
350,39608,40626,3,NULL,延胡索散,败酱散,包含," +败酱(16367),川芎(20094)"
351,7614,26308,3,NULL,三清汤,闭关止渴汤,包含," +熟地黄(16760),麦门冬(21660)"
352,7618,42763,1,NULL,三清救苦丹,姜黄丸,等同,药物组成等同
353,7618,307,3,NULL,三清救苦丹,大黄活命丹,包含, +白芷(20204)
354,7618,18516,1,NULL,三清救苦丹,夺命丹,等同,药物组成等同
355,7618,2509,1,NULL,三清救苦丹,五痹散,等同,药物组成等同
356,7622,7623,3,NULL,三脘痞气丸,三脘痞气丸,包含," +槟榔(21163),大腹子(26369),陈皮(24719),半夏(20691)"
357,12926,3961,3,NULL,大追毒散,六神通解散,包含," +细辛(23048),黄芩(17217)"
358,12936,50524,2,NULL,大饼子,胃虚饼子,加减, +木香(20099)
359,12938,213,3,NULL,大香连丸,大黄汤,包含, +大黄(19587)
360,12938,45098,3,NULL,大香连丸,豆蔻香连丸,包含, +肉豆蔻(17974)
361,12938,20824,3,NULL,大香连丸,木香炒连丸,包含, +诃子(20408)
362,12938,10365,1,NULL,大香连丸,二妙香连丸,等同,药物组成等同
363,12938,1106,3,NULL,大香连丸,小香连丸,包含, +诃子肉(25277)
364,12938,6397,3,NULL,大香连丸,加味香连丸,包含, +鸦片(22804)
365,12938,3772,3,NULL,大香连丸,六甲丸,包含, +肉豆蔻(17974)
366,42047,42046,3,NULL,驻景丸,驻景丸,包含, +熟地黄(16760)
